comportamento_clean,comportamento_canonico,canonical_behavior_id,comportamento_famiglia_originale,comportamento_famiglia,comportamento_famiglia_v2,comportamento_sottofamiglia_v2,meccanismo_rischio_v2,presidio_v2,severity_rank_v2,taxonomy_source,taxonomy_confidence,comportamento_tipo,row_count_kept,raw_variants_count,raw_variants,canonical_cluster_size,canonical_row_count_total,old_family_conflict,old_families_cluster,merge_source,merge_confidence,merge_note,review_flag
Cammina senza cuffie/auricolari,Cammina senza cuffie/auricolari,BEH_CAMMINA_SENZA_CUFFIE_AURICOLARI_003292,Spostamenti / Attenzione,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Spostamenti pedonali / attenzione / percorsi,Caduta in piano / urto / investimento,Rispetto percorsi e attenzione negli spostamenti,3,rule_v2,high,behavior,5265,6,"Cammina senza cuffie/auricolari | Cammina senza cuffie/auricolari nelle orecchie | Cammina senza cuffie/auricolari nelle orecchie durante la movimentazione | Cammina senza cuffie/auricolari nelle orecchie o al massimo con una sola | Cammina senza cuffie/auricolari nelle orecchie o al massimo con una solo | Cammina senza cuffie/auricolari nelle orecchie, o al massimo con una sola",1,5265,no,Spostamenti / Attenzione,self,self,Nessun alias identificato.,
"Tiene cibi e bevande fuori dalla postazione, li consuma in area break","Tiene cibi e bevande fuori dalla postazione, li consuma in area break",BEH_TIENE_CIBI_E_BEVANDE_FUORI_DALLA_POSTAZIONE_LI_CONSUMA_IN__DB44E0,Ordine / Pulizia / 5S,Ordine / Pulizia / Housekeeping,Ordine / Pulizia / Housekeeping,Postazione / area ordinata e pulita,Inciampo / interferenza / degrado 5S,Housekeeping e 5S,4,rule_v2,high,behavior,5194,1,"Tiene cibi e bevande fuori dalla postazione, li consuma in area break",1,5194,no,Ordine / Pulizia / 5S,self,self,Nessun alias identificato.,
Consuma cibi e bevande nell'area break,Consuma cibi e bevande nell'area break,BEH_CONSUMA_CIBI_E_BEVANDE_NELL_AREA_BREAK_52E6FF,Ordine / Pulizia / 5S,Ordine / Pulizia / Housekeeping,Ordine / Pulizia / Housekeeping,Postazione / area ordinata e pulita,Inciampo / interferenza / degrado 5S,Housekeeping e 5S,4,rule_v2,high,behavior,4897,1,Consuma cibi e bevande nell'area break,1,4897,no,Ordine / Pulizia / 5S,self,self,Nessun alias identificato.,
Il pavimento bagnato è segnalato da un cartello di avviso,Il pavimento bagnato è segnalato da un cartello di avviso,BEH_IL_PAVIMENTO_BAGNATO_E_SEGNALATO_DA_UN_CARTELLO_DI_AVVISO_709468,Ordine / Pulizia / 5S,Ordine / Pulizia / Housekeeping,Ordine / Pulizia / Housekeeping,Pavimenti / asciutto / segnalazione bagnato,Scivolamento / caduta in piano,Pulizia pavimento e segnalazione,3,rule_v2,high,behavior,4696,1,Il pavimento bagnato è segnalato da un cartello di avviso,1,4696,no,Ordine / Pulizia / 5S,self,self,Nessun alias identificato.,
Uso corretto aria compressa,Uso corretto aria compressa,BEH_USO_CORRETTO_ARIA_COMPRESSA_817509,Utensili / Taglio / Aria Compressa,Attrezzature / Utensili / Dispositivi di presa,Attrezzature / Utensili / Dispositivi di presa,Aria compressa,Proiezione particelle / rumore / lesioni,Uso corretto aria compressa,2,rule_v2,high,behavior,4651,11,"I tubi dell'aria compressa inutilizzati sono chiusi con apposito tappo | I tubi dell'aria compressa sono uniti tramite raccordi di diametro diverso o uguale | La pistola dell'aria compressa è integra | Lavora con l'ugello della pistola dell'aria compressa presente e non tagliato e/o modificato | Pulisce il banchetto con il detergente o l'alcool e senza aria compressa | Pulisce il banchetto con il detergente, senza alcool o aria compressa | Pulisce il banchetto con il detergente, senza altre sostanze chimiche o aria compressa | Pulisce la macchina con il pennello o l'aria compressa | Rivolge il getto d'aria compressa sui pezzi | Rivolge il getto d'aria compressa sul pezzo o sul posaggio | Rivolge il getto d'aria compressa sul pezzo o sul posaggio, non lo punta verso di sé o altre persone",1,4651,no,Utensili / Taglio / Aria Compressa,self,self,Nessun alias identificato.,
Lavora coi capelli lunghi raccolti,Lavora con i capelli lunghi raccolti,BEH_LAVORA_CON_I_CAPELLI_LUNGHI_RACCOLTI_3E2B46,DPI / Abbigliamento,DPI / Abbigliamento / Protezione personale,DPI / Abbigliamento / Protezione personale,Abbigliamento / capelli / oggetti pendenti,Impigliamento / trascinamento,Assetto personale e abbigliamento idoneo,2,rule_v2,high,behavior,1800,1,Lavora coi capelli lunghi raccolti,8,4625,no,DPI / Abbigliamento,semantic_rule,high,"Accorpa varianti coi/con i, parentesi, esempi e suffissi reparto sui capelli raccolti.",
"Lavora con i capelli lunghi raccolti (se più lunghi delle spalle) in presenza di meccanismi in movimento non protetti (es. ruote, rulliere, trapani, ...)",Lavora con i capelli lunghi raccolti,BEH_LAVORA_CON_I_CAPELLI_LUNGHI_RACCOLTI_3E2B46,DPI / Abbigliamento,DPI / Abbigliamento / Protezione personale,DPI / Abbigliamento / Protezione personale,Abbigliamento / capelli / oggetti pendenti,Impigliamento / trascinamento,Assetto personale e abbigliamento idoneo,2,rule_v2,high,behavior,1226,1,"Lavora con i capelli lunghi raccolti (se più lunghi delle spalle) in presenza di meccanismi in movimento non protetti (es. ruote, rulliere, trapani, ...)",8,4625,no,DPI / Abbigliamento,semantic_rule,high,"Accorpa varianti coi/con i, parentesi, esempi e suffissi reparto sui capelli raccolti.",
Lavora coi capelli lunghi raccolti (se più lunghi delle spalle),Lavora con i capelli lunghi raccolti,BEH_LAVORA_CON_I_CAPELLI_LUNGHI_RACCOLTI_3E2B46,DPI / Abbigliamento,DPI / Abbigliamento / Protezione personale,DPI / Abbigliamento / Protezione personale,Abbigliamento / capelli / oggetti pendenti,Impigliamento / trascinamento,Assetto personale e abbigliamento idoneo,2,rule_v2,high,behavior,737,1,Lavora coi capelli lunghi raccolti (se più lunghi delle spalle),8,4625,no,DPI / Abbigliamento,semantic_rule,high,"Accorpa varianti coi/con i, parentesi, esempi e suffissi reparto sui capelli raccolti.",
"Lavora coi capelli lunghi raccolti, in presenza di meccanismi in movimento non protetti",Lavora con i capelli lunghi raccolti,BEH_LAVORA_CON_I_CAPELLI_LUNGHI_RACCOLTI_3E2B46,DPI / Abbigliamento,DPI / Abbigliamento / Protezione personale,DPI / Abbigliamento / Protezione personale,Abbigliamento / capelli / oggetti pendenti,Impigliamento / trascinamento,Assetto personale e abbigliamento idoneo,2,rule_v2,high,behavior,351,1,"Lavora coi capelli lunghi raccolti, in presenza di meccanismi in movimento non protetti",8,4625,no,DPI / Abbigliamento,semantic_rule,high,"Accorpa varianti coi/con i, parentesi, esempi e suffissi reparto sui capelli raccolti.",
"Lavora con i capelli lunghi raccolti (se più lunghi delle spalle) in presenza di meccanismi in movimento non protetti (es. ruote, rulliere, trapani, ...) - Saldatura",Lavora con i capelli lunghi raccolti,BEH_LAVORA_CON_I_CAPELLI_LUNGHI_RACCOLTI_3E2B46,DPI / Abbigliamento,DPI / Abbigliamento / Protezione personale,DPI / Abbigliamento / Protezione personale,Abbigliamento / capelli / oggetti pendenti,Impigliamento / trascinamento,Assetto personale e abbigliamento idoneo,2,rule_v2,high,behavior,211,1,"Lavora con i capelli lunghi raccolti (se più lunghi delle spalle) in presenza di meccanismi in movimento non protetti (es. ruote, rulliere, trapani, ...) - Saldatura",8,4625,no,DPI / Abbigliamento,semantic_rule,high,"Accorpa varianti coi/con i, parentesi, esempi e suffissi reparto sui capelli raccolti.",
"Lavora con i capelli lunghi raccolti (se più lunghi delle spalle) in presenza di meccanismi in movimento non protetti (es. ruote, rulliere, trapani, …) -",Lavora con i capelli lunghi raccolti,BEH_LAVORA_CON_I_CAPELLI_LUNGHI_RACCOLTI_3E2B46,DPI / Abbigliamento,DPI / Abbigliamento / Protezione personale,DPI / Abbigliamento / Protezione personale,Abbigliamento / capelli / oggetti pendenti,Impigliamento / trascinamento,Assetto personale e abbigliamento idoneo,2,rule_v2,high,behavior,149,1,"Lavora con i capelli lunghi raccolti (se più lunghi delle spalle) in presenza di meccanismi in movimento non protetti (es. ruote, rulliere, trapani, …) -",8,4625,no,DPI / Abbigliamento,semantic_rule,high,"Accorpa varianti coi/con i, parentesi, esempi e suffissi reparto sui capelli raccolti.",
Lavora con i capelli lunghi raccolti (se più lunghi delle spalle) in presenza di meccanismi in movimento non protetti,Lavora con i capelli lunghi raccolti,BEH_LAVORA_CON_I_CAPELLI_LUNGHI_RACCOLTI_3E2B46,DPI / Abbigliamento,DPI / Abbigliamento / Protezione personale,DPI / Abbigliamento / Protezione personale,Abbigliamento / capelli / oggetti pendenti,Impigliamento / trascinamento,Assetto personale e abbigliamento idoneo,2,rule_v2,high,behavior,99,1,Lavora con i capelli lunghi raccolti (se più lunghi delle spalle) in presenza di meccanismi in movimento non protetti,8,4625,no,DPI / Abbigliamento,semantic_rule,high,"Accorpa varianti coi/con i, parentesi, esempi e suffissi reparto sui capelli raccolti.",
"Lavora con i capelli lunghi raccolti (se più lunghi delle spalle) in presenza di meccanismi in movimento non protetti (es. ruote, rulliere, trapani, ...) - Stamperia 2° Livello",Lavora con i capelli lunghi raccolti,BEH_LAVORA_CON_I_CAPELLI_LUNGHI_RACCOLTI_3E2B46,DPI / Abbigliamento,DPI / Abbigliamento / Protezione personale,DPI / Abbigliamento / Protezione personale,Abbigliamento / capelli / oggetti pendenti,Impigliamento / trascinamento,Assetto personale e abbigliamento idoneo,2,rule_v2,high,behavior,52,1,"Lavora con i capelli lunghi raccolti (se più lunghi delle spalle) in presenza di meccanismi in movimento non protetti (es. ruote, rulliere, trapani, ...) - Stamperia 2° Livello",8,4625,no,DPI / Abbigliamento,semantic_rule,high,"Accorpa varianti coi/con i, parentesi, esempi e suffissi reparto sui capelli raccolti.",
